-19.499158, 6.233602, -0.461035, 0.500000
-19.409599, 6.189114, -0.461035, 0.500000
-19.320040, 6.144627, -0.461035, 0.500000
-19.230481, 6.100139, -0.461035, 0.500000
-19.140921, 6.055652, -0.461035, 0.500000
-19.051362, 6.011164, -0.461035, 0.500000
-18.961803, 5.966677, -0.461035, 0.500000
-18.872244, 5.922189, -0.461035, 0.500000
-18.782685, 5.877701, -0.461035, 0.500000
-18.693125, 5.833214, -0.461035, 0.500000
-18.603566, 5.788726, -0.461035, 0.500000
-18.514007, 5.744239, -0.461035, 0.500000
-18.424448, 5.699751, -0.461035, 0.500000
-18.334888, 5.655264, -0.461035, 0.500000
-18.245329, 5.610776, -0.461035, 0.500000
-18.155770, 5.566288, -0.461035, 0.500000
-18.066211, 5.521801, -0.461035, 0.500000
-17.976651, 5.477313, -0.461035, 0.500000
-17.887092, 5.432826, -0.461035, 0.500000
-17.797533, 5.388338, -0.461035, 0.500000
-17.707974, 5.343851, -0.461035, 0.500000
-17.618415, 5.299363, -0.461035, 0.500000
-17.528855, 5.254875, -0.461035, 0.500000
-17.439296, 5.210388, -0.461035, 0.500000
-17.349737, 5.165900, -0.461035, 0.500000
-17.260178, 5.121413, -0.461035, 0.500000
-17.170618, 5.076925, -0.461035, 0.500000
-17.081059, 5.032438, -0.461035, 0.500000
-16.991500, 4.987950, -0.461035, 0.500000
-16.901941, 4.943462, -0.461035, 0.500000
-16.812381, 4.898975, -0.461035, 0.500000
-16.722822, 4.854487, -0.461035, 0.500000
-16.633263, 4.810000, -0.461035, 0.500000
-16.543704, 4.765512, -0.461035, 0.500000
-16.454144, 4.721025, -0.461035, 0.500000
-16.364585, 4.676537, -0.461035, 0.500000
-16.275026, 4.632049, -0.461035, 0.500000
-16.185467, 4.587562, -0.461035, 0.500000
-16.095908, 4.543074, -0.461035, 0.500000
-16.006348, 4.498587, -0.461035, 0.500000
-15.916789, 4.454099, -0.461035, 0.500000
-15.827230, 4.409612, -0.461035, 0.500000
-15.737671, 4.365124, -0.461035, 0.500000
-15.648111, 4.320636, -0.461035, 0.500000
-15.558552, 4.276149, -0.461035, 0.500000
-15.468993, 4.231661, -0.461035, 0.500000
-15.379434, 4.187174, -0.461035, 0.500000
-15.289874, 4.142686, -0.461035, 0.500000
-15.200315, 4.098199, -0.461035, 0.500000
-15.110756, 4.053711, -0.461035, 0.500000
-15.021197, 4.009223, -0.461035, 0.500000
-14.931638, 3.964736, -0.461035, 0.500000
-14.842078, 3.920248, -0.461035, 0.500000
-14.752519, 3.875761, -0.461035, 0.500000
-14.662960, 3.831273, -0.461035, 0.500000
-14.573401, 3.786786, -0.461035, 0.500000
-14.483841, 3.742298, -0.461035, 0.500000
-14.394282, 3.697810, -0.461035, 0.500000
-14.304723, 3.653323, -0.461035, 0.500000
-14.215164, 3.608835, -0.461035, 0.500000
-14.125604, 3.564348, -0.461035, 0.500000
-14.036045, 3.519860, -0.461035, 0.500000
-13.946486, 3.475373, -0.461035, 0.500000
-13.856927, 3.430885, -0.461035, 0.500000
-13.767368, 3.386398, -0.461035, 0.500000
-13.677808, 3.341910, -0.461035, 0.500000
-13.588249, 3.297422, -0.461035, 0.500000
-13.498690, 3.252935, -0.461035, 0.500000
-13.409131, 3.208447, -0.461035, 0.500000
-13.319571, 3.163960, -0.461035, 0.500000
-13.230012, 3.119472, -0.461035, 0.500000
-13.140453, 3.074985, -0.461035, 0.500000
-13.050894, 3.030497, -0.461035, 0.500000
-12.961334, 2.986009, -0.461035, 0.500000
-12.871775, 2.941522, -0.461035, 0.500000
-12.782216, 2.897034, -0.461035, 0.500000
-12.692657, 2.852547, -0.461035, 0.500000
-12.603097, 2.808059, -0.461035, 0.500000
-12.513538, 2.763572, -0.461035, 0.500000
-12.423979, 2.719084, -0.461035, 0.500000
-12.334420, 2.674596, -0.461035, 0.500000
-12.244861, 2.630109, -0.461035, 0.500000
-12.155301, 2.585621, -0.461035, 0.500000
-12.065742, 2.541134, -0.461035, 0.500000
-11.976183, 2.496646, -0.461035, 0.500000
-11.886624, 2.452159, -0.461035, 0.500000
-11.797064, 2.407671, -0.461035, 0.500000
-11.707505, 2.363183, -0.461035, 0.500000
-11.617946, 2.318696, -0.461035, 0.500000
-11.528387, 2.274208, -0.461035, 0.500000
-11.438827, 2.229721, -0.461035, 0.500000
-11.349268, 2.185233, -0.461035, 0.500000
-11.259709, 2.140746, -0.461035, 0.500000
-11.170150, 2.096258, -0.461035, 0.500000
-11.080591, 2.051770, -0.461035, 0.500000
-10.991031, 2.007283, -0.461035, 0.500000
-10.901472, 1.962795, -0.461035, 0.500000
-10.811913, 1.918308, -0.461035, 0.500000
-10.722354, 1.873820, -0.461035, 0.500000
-10.632794, 1.829333, -0.461035, 0.500000
-10.543235, 1.784845, -0.461035, 0.500000
-10.453676, 1.740357, -0.461035, 0.500000
-10.364117, 1.695870, -0.461035, 0.500000
-10.274557, 1.651382, -0.461035, 0.500000
-10.184998, 1.606895, -0.461035, 0.500000
-10.095439, 1.562407, -0.461035, 0.500000
-10.005880, 1.517920, -0.461035, 0.500000
-9.916321, 1.473432, -0.461035, 0.500000
-9.826761, 1.428944, -0.461035, 0.500000
-9.737202, 1.384457, -0.461035, 0.500000
-9.647643, 1.339969, -0.461035, 0.500000
-9.558084, 1.295482, -0.461035, 0.500000
-9.468524, 1.250994, -0.461035, 0.500000
-9.378965, 1.206507, -0.461035, 0.500000
-9.289406, 1.162019, -0.461035, 0.500000
-9.199847, 1.117531, -0.461035, 0.500000
-9.110287, 1.073044, -0.461035, 0.500000
-9.020728, 1.028556, -0.461035, 0.500000
-8.931169, 0.984069, -0.461035, 0.500000
-8.841610, 0.939581, -0.461035, 0.500000
-8.752050, 0.895094, -0.461035, 0.500000
-8.662491, 0.850606, -0.461035, 0.500000
-8.572932, 0.806118, -0.461035, 0.500000
-8.483373, 0.761631, -0.461035, 0.500000
-8.393814, 0.717143, -0.461035, 0.500000
-8.304254, 0.672656, -0.461035, 0.500000
-8.214695, 0.628168, -0.461035, 0.500000
-8.125136, 0.583681, -0.461035, 0.500000
-8.035577, 0.539193, -0.461035, 0.500000
-7.946017, 0.494705, -0.461035, 0.500000
-7.856458, 0.450218, -0.461035, 0.500000
-7.766899, 0.405730, -0.461035, 0.500000
-7.677340, 0.361243, -0.461035, 0.500000
-7.587780, 0.316755, -0.461035, 0.500000
-7.498221, 0.272268, -0.461035, 0.500000
-7.408662, 0.227780, -0.461035, 0.500000
-7.319103, 0.183292, -0.461035, 0.500000
-7.229544, 0.138805, -0.461035, 0.500000
-7.139984, 0.094317, -0.461035, 0.500000
-7.050425, 0.049830, -0.461035, 0.500000
-6.960866, 0.005342, -0.461035, 0.500000
-6.871307, -0.039145, -0.461035, 0.500000
-6.781747, -0.083633, -0.461035, 0.500000
-6.692188, -0.128120, -0.461035, 0.500000
-6.602629, -0.172608, -0.461035, 0.500000
-6.513070, -0.217096, -0.461035, 0.500000
-6.423510, -0.261583, -0.461035, 0.500000
-6.333951, -0.306071, -0.461035, 0.500000
-6.244392, -0.350558, -0.461035, 0.500000
-6.154833, -0.395046, -0.461035, 0.500000
-6.065273, -0.439533, -0.461035, 0.500000
-5.975714, -0.484021, -0.461035, 0.500000
-5.886155, -0.528509, -0.461035, 0.500000
-5.796596, -0.572996, -0.461035, 0.500000
-5.707037, -0.617484, -0.461035, 0.500000
-5.617477, -0.661971, -0.461035, 0.500000
-5.527918, -0.706459, -0.461035, 0.500000
-5.438359, -0.750946, -0.461035, 0.500000
-5.348800, -0.795434, -0.461035, 0.500000
-5.259240, -0.839922, -0.461035, 0.500000
-5.169681, -0.884409, -0.461035, 0.500000
-5.080122, -0.928897, -0.461035, 0.500000
-4.990563, -0.973384, -0.461035, 0.500000
-4.901003, -1.017872, -0.461035, 0.500000
-4.811444, -1.062359, -0.461035, 0.500000
-4.721885, -1.106847, -0.461035, 0.500000
-4.632326, -1.151335, -0.461035, 0.500000
-4.542767, -1.195822, -0.461035, 0.500000
-4.453207, -1.240310, -0.461035, 0.500000
-4.363648, -1.284797, -0.461035, 0.500000
-4.274089, -1.329285, -0.461035, 0.500000
-4.184530, -1.373772, -0.461035, 0.500000
-4.094970, -1.418260, -0.461035, 0.500000
-4.005411, -1.462748, -0.461035, 0.500000
-3.915852, -1.507235, -0.461035, 0.500000
-3.826293, -1.551723, -0.461035, 0.500000
-3.736733, -1.596210, -0.461035, 0.500000
-3.647174, -1.640698, -0.461035, 0.500000
-3.557615, -1.685185, -0.461035, 0.500000
-3.468056, -1.729673, -0.461035, 0.500000
-3.378497, -1.774161, -0.461035, 0.500000
-3.288937, -1.818648, -0.461035, 0.500000
-3.199378, -1.863136, -0.461035, 0.500000
-3.109819, -1.907623, -0.461035, 0.500000
-3.020260, -1.952111, -0.461035, 0.500000
-2.930700, -1.996598, -0.461035, 0.500000
-2.841141, -2.041086, -0.461035, 0.500000
-2.751582, -2.085574, -0.461035, 0.500000
-2.662023, -2.130061, -0.461035, 0.500000
-2.572463, -2.174549, -0.461035, 0.500000
-2.482904, -2.219036, -0.461035, 0.500000
