8.720076, 7.783241, 1.968391, 0.500000
8.681356, 7.875441, 1.968391, 0.500000
8.642636, 7.967640, 1.968391, 0.500000
8.603916, 8.059840, 1.968391, 0.500000
8.565196, 8.152039, 1.968391, 0.500000
8.526475, 8.244239, 1.968391, 0.500000
8.487755, 8.336438, 1.968391, 0.500000
8.447066, 8.427764, 2.031052, 0.500000
8.398462, 8.515114, 2.126071, 0.500000
8.341790, 8.597459, 2.221091, 0.500000
8.277560, 8.674056, 2.316110, 0.500000
8.206353, 8.744213, 2.411129, 0.500000
8.129729, 8.808454, 2.454786, 0.500000
8.052401, 8.871862, 2.454786, 0.500000
7.975019, 8.935201, 2.463562, 0.500000
7.894451, 8.994374, 2.555454, 0.500000
7.808642, 9.045650, 2.650474, 0.500000
7.718382, 9.088619, 2.737753, 0.500000
7.626285, 9.127580, 2.741640, 0.500000
7.534143, 9.166437, 2.750416, 0.500000
7.440125, 9.200396, 2.842308, 0.500000
7.343314, 9.225299, 2.937328, 0.500000
7.244586, 9.240975, 3.024607, 0.500000
7.145227, 9.252286, 3.028494, 0.500000
7.045866, 9.263572, 3.028494, 0.500000
6.946505, 9.274858, 3.028494, 0.500000
6.847144, 9.286143, 3.028494, 0.500000
6.747711, 9.296731, 3.062649, 0.500000
6.647798, 9.299872, -3.125517, 0.500000
6.548038, 9.293521, -3.030498, 0.500000
6.449330, 9.277732, -2.935478, 0.500000
6.352565, 9.252651, -2.840459, 0.500000
6.258590, 9.218566, -2.753180, 0.500000
6.166177, 9.180358, -2.749293, 0.500000
6.073774, 9.142127, -2.749293, 0.500000
5.981371, 9.103895, -2.749293, 0.500000
5.888968, 9.065664, -2.749293, 0.500000
5.796565, 9.027432, -2.749293, 0.500000
5.704592, 8.988199, -2.705636, 0.500000
5.616087, 8.941731, -2.610616, 0.500000
5.532389, 8.887076, -2.515597, 0.500000
5.454254, 8.824726, -2.420578, 0.500000
5.382388, 8.755245, -2.325558, 0.500000
5.317437, 8.679259, -2.230539, 0.500000
5.259989, 8.597453, -2.135520, 0.500000
5.210562, 8.510565, -2.040500, 0.500000
5.168247, 8.419969, -1.996844, 0.500000
5.126920, 8.328909, -1.996844, 0.500000
5.086402, 8.237492, -1.957938, 0.500000
5.053101, 8.143240, -1.862918, 0.500000
5.028892, 8.046253, -1.767899, 0.500000
5.013988, 7.947408, -1.674452, 0.500000
5.004694, 7.847841, -1.662480, 0.500000
4.995538, 7.748261, -1.662480, 0.500000
4.986383, 7.648681, -1.662480, 0.500000
4.977227, 7.549101, -1.662480, 0.500000
4.968072, 7.449521, -1.662480, 0.500000
4.956453, 7.350222, -1.729891, 0.500000
4.935947, 7.252385, -1.824911, 0.500000
4.906251, 7.156936, -1.919930, 0.500000
4.868762, 7.064241, -1.968338, 0.500000
4.830046, 6.972040, -1.968338, 0.500000
4.791331, 6.879838, -1.968338, 0.500000
4.752616, 6.787637, -1.968338, 0.500000
4.713901, 6.695435, -1.968338, 0.500000
4.675185, 6.603234, -1.968338, 0.500000
4.636470, 6.511032, -1.968338, 0.500000
4.597755, 6.418830, -1.968338, 0.500000
4.559040, 6.326629, -1.968338, 0.500000
4.518629, 6.235176, -2.026247, 0.500000
4.470445, 6.147593, -2.121267, 0.500000
4.414169, 6.064977, -2.216286, 0.500000
4.350308, 5.988073, -2.311305, 0.500000
4.279518, 5.917489, -2.395537, 0.500000
4.205941, 5.849766, -2.397721, 0.500000
4.132355, 5.782052, -2.397963, 0.500000
4.056662, 5.716747, -2.474634, 0.500000
