4.4388061,5.8579654,3.7988386
4.3062563,5.7085748,3.8067484
4.1685589,5.5636672,3.8154806
4.0261441,5.4234549,3.8273906
3.8793177,5.2879603,3.8409268
3.7283035,5.1571695,3.8567613
3.5732060,5.0310444,3.8747463
3.4145866,4.9099041,3.8939912
3.2520240,4.7933070,3.8893772
3.0865700,4.6818493,3.8728097
2.9174972,4.5748688,3.7833510
2.7459347,4.4728853,3.6934684
2.5712545,4.3760325,3.6028183
2.3930195,4.2853661,3.4660888
2.2128486,4.1995949,3.3019752
2.0308549,4.1141640,3.1553816
1.8520987,4.0260472,3.0129679
1.6762308,3.9302883,2.8789111
1.5055094,3.8258023,2.7513620
1.3430541,3.7121229,2.6292016
1.1876550,3.5849468,2.5240211
1.0451512,3.4448998,2.4328106
0.9191520,3.2911459,2.3547646
0.8130478,3.1221676,2.2923264
0.7320686,2.9393649,2.2265351
0.6810456,2.7463475,2.1657545
0.6629325,2.5474776,2.1286893
0.6771017,2.3491927,2.1473137
0.7177681,2.1528466,2.1535651
0.7728936,1.9608809,2.1571139
0.8259491,1.7693447,2.1634993
0.8716278,1.5754433,2.1770463
0.9249362,1.3832829,2.1944056
0.9979538,1.1993366,2.2176789
1.0947192,1.0246548,2.2549602
1.2139627,0.8630330,2.3037376
1.3515477,0.7176371,2.3644917
1.5031537,0.5892097,2.4311999
1.6682801,0.4752709,2.5003292
1.8418286,0.3769044,2.5725551
2.0224888,0.2924592,2.6449175
2.2101902,0.2203567,2.7173574
2.3996635,0.1610654,2.7898758
2.5943872,0.1122710,2.8622768
2.7898450,0.0742062,2.9341319
2.9880318,0.0456671,3.0053902
3.1867809,0.0263882,3.0756391
3.3864469,0.0158209,3.1446305
3.5863511,0.0136248,3.2124466
3.7861131,0.0194933,3.2783294
3.9855818,0.0331889,3.3430783
4.1843372,0.0545152,3.4052851
4.3820608,0.0833082,3.4665232
4.5788179,0.1195145,3.5246917
4.7735916,0.1628917,3.5821441
4.9673791,0.2136790,3.6360593
5.1580335,0.2713124,3.6895370
5.3478006,0.3365470,3.7391595
5.5336096,0.4083933,3.7881804
5.7177133,0.4878053,3.8340055
5.8977108,0.5738572,3.8786107
6.0745622,0.6670790,3.9208867
6.2476636,0.7672884,3.9613473
6.4157076,0.8737622,4.0004905
6.5806376,0.9878604,4.0374648
6.7395160,1.1076581,4.0737734
6.8940698,1.2344987,4.1088087
7.0427027,1.3672005,4.1435344
7.1858087,1.5065520,4.1780459
7.3217684,1.6513771,4.2129648
7.4518686,1.8028081,4.2481428
7.5755633,1.9597278,4.2837697
7.6923449,2.1208372,4.3195496
7.8040672,2.2883115,4.3554044
7.9077527,2.4571182,4.3907578
8.0070805,2.6327103,4.4260185
8.0985508,2.8083050,4.4604240
8.1856534,2.9898923,4.4947819
8.2657736,3.1714247,4.5287123
8.3414415,3.3578864,4.5626484
8.4107928,3.5440127,4.5966439
8.4758146,3.7343519,4.6306475
8.5350976,3.9240576,4.6654695
8.5901239,4.1169880,4.7002914
8.6401735,4.3098979,4.7367951
8.6860064,4.5047575,4.7735171
8.7274860,4.7001460,4.8126058
8.7649245,4.8965103,4.8525910
8.7984711,5.0936360,4.8951277
8.8282969,5.2912175,4.9397993
8.8546677,5.4894008,4.9412049
8.8777475,5.6880048,4.8644498
8.8976264,5.8866634,4.7862800
8.9144961,6.0861993,4.7014002
8.9283488,6.2848778,4.6164116
8.9394855,6.4852681,4.5217881
8.9478937,6.6841483,4.4271645
8.9538785,6.8847988,4.3241636
8.9574737,7.0838287,4.2200203
8.9588531,7.2845123,4.1088260
8.9580209,7.4835594,3.9957775
8.9549288,7.6842182,3.8765204
8.9494533,7.8830555,3.7552624
8.9411992,8.0836872,3.6281506
8.9298775,8.2819173,3.4994024
8.9145854,8.4823557,3.3642771
8.8948848,8.6795949,3.2279409
8.8691617,8.8789253,3.0834181
8.8367013,9.0750265,2.9358770
8.7953879,9.2704474,2.7795578
8.7437044,9.4619837,2.6296691
8.6778918,9.6508000,2.4857830
8.5965147,9.8300685,2.3671048
8.4923463,10.0036370,2.2563086
8.3697880,10.1559219,2.1580518
8.2163458,10.2885684,2.0612415
8.0436632,10.3821415,2.0162189
7.8499753,10.4365001,1.9809493
7.6479862,10.4430896,1.9609091
7.4498116,10.4063851,1.9531386
7.2617373,10.3362746,1.9524526
7.0807513,10.2336317,1.9894348
6.9271162,10.1212111,2.0254764
6.7690546,9.9885786,2.0506685
6.6267034,9.8547496,2.0880991
6.4917357,9.7123602,2.1411996
6.3660885,9.5583382,2.2086816
6.2528620,9.3939842,2.3254433
6.1524909,9.2221659,2.4717729
6.0628297,9.0443808,2.6334216
5.9814059,8.8619492,2.8005112
5.9057904,8.6760067,2.9682080
5.8345603,8.4897703,3.1365431
5.7652591,8.3030308,3.3046454
5.6956666,8.1150559,3.4709686
5.6249202,7.9279170,3.6334290
5.5520560,7.7425561,3.7743909
5.4753108,7.5573269,3.9010548
5.3948001,7.3747517,3.9985755
5.3095539,7.1942326,4.0706677
5.2188365,7.0152673,4.1271206
5.1237498,6.8404833,4.0690500
5.0227810,6.6675621,4.0129655
4.9167880,6.4984393,3.9739696
4.8053278,6.3326463,3.9362626
4.6883570,6.1703204,3.8996476
4.5664238,6.0122964,3.8917153
4.4388061,5.8579654,3.7988386
